ID_USER,genero,monto,numero_tc,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,dcto,cashback,fraude,model,device_score,os,potential_fraudster
63,F,674.574444632944,1,5.0,Otro,Otro,Física,69000,32,Aceptada,False,0.0,6.74574444632944,False,2020,1,.,Low
64,M,402.06609806979145,8,17.0,Abarrotes,Monterrey,Física,40000,41,Aceptada,False,5.360721657501439,5.920175280997704,False,2020,5,ANDROID,High
65,F,407.12179033138773,5,6.0,Otro,Guadalajara,Física,49000,51,Aceptada,False,0.0,5.689723733669891,False,2020,3,WEB,High
66,F,643.617282481079,4,16.5,Otro,Otro,Física,30000,55,Aceptada,False,64.00205957698626,8.07860909347022,False,2020,3,ANDROID,High
67,M,349.5058816401939,7,10.0,Otro,Toluca,Física,96000,41,Aceptada,True,0.0,4.026993232250903,False,2020,2,.,High
68,F,678.7464790818258,2,4.0,Abarrotes,Otro,Física,71000,59,Aceptada,False,67.87464790818258,8.966530404037925,False,2020,1,%%,High
69,F,413.4428137473132,2,11.0,Farmacia,Guadalajara,Física,72000,62,Aceptada,False,39.010238658255616,7.255247230133582,False,2020,5,%%,High
70,M,999.8092311082746,1,1.0,Abarrotes,Toluca,Física,84000,57,Aceptada,False,0.0,9.998092311082749,False,2020,1,WEB,Low
71,M,430.8084455282926,15,4.0,Otro,Toluca,Física,41000,42,Aceptada,False,18.01513647309557,5.082874181720911,False,2020,4,.,Very High
72,F,518.346356113484,1,12.0,Restaurante,Otro,Física,91000,54,Aceptada,True,0.0,5.1834635611348405,False,2020,2,WEB,Low
73,--,417.7901240683143,2,10.5,Otro,Toluca,Física,74000,59,Aceptada,False,3.3279926245957996,4.1446213144371855,False,2020,2,.,High
74,F,566.5973320465879,21,14.0,Super,Toluca,Física,43000,38,Aceptada,False,31.826158277693036,7.248409220470303,False,2020,1,%%,Very High
75,F,678.9256296436425,3,15.0,Restaurante,Merida,Física,26000,40,Aceptada,True,7.522163564658868,6.714034660789838,False,2020,3,.,High
76,F,881.4958620244932,1,16.0,Otro,Guadalajara,Física,85000,48,Rechazada,False,0.0,8.814958620244933,False,2020,4,.,Low
77,M,594.612928743528,1,3.0,Otro,Otro,Física,93000,55,Aceptada,False,59.4612928743528,5.351516358691752,False,2020,2,.,Low
78,F,482.5528521311479,2,12.0,MPago,Monterrey,Física,51000,32,Rechazada,False,0.0,4.82552852131148,False,2020,4,%%,High
79,M,595.3247237367425,2,14.5,Restaurante,Toluca,Física,35000,53,Aceptada,True,28.892735833085,8.264666104014225,False,2020,5,.,High
80,F,369.66855009535476,5,8.0,Abarrotes,Merida,Física,66000,63,Aceptada,False,12.183579264552902,3.889218410506092,False,2020,1,%%,High
81,F,538.8325741583125,12,12.5,Otro,Otro,Física,84000,60,Aceptada,False,1.2549149238081714,6.465602138710618,True,2020,3,.,Very High
82,F,695.543496611877,1,18.0,Otro,Toluca,Física,74000,58,Aceptada,True,0.0,6.95543496611877,False,2020,4,%%,Low
83,M,629.9191430600977,10,19.0,Abarrotes,Merida,Física,81000,46,Aceptada,False,35.619500060289695,7.768640696633232,True,2020,1,%%,Very High
84,M,318.7269055321886,4,13.0,Super,Merida,Virtual,86000,61,En proceso,True,13.233522660080418,4.640895731023886,False,2020,2,.,Low
85,M,537.9639711689811,4,12.0,Otro,Otro,Física,98000,47,Aceptada,False,18.50715099272513,6.541819728356579,False,2020,5,.,High
86,M,636.2894578106988,3,14.0,MPago,Merida,Virtual,63000,46,Aceptada,False,0.0,10.79253673228593,False,2020,4,.,Low
87,F,246.35115435161114,3,7.0,Abarrotes,Otro,Física,76000,42,En proceso,False,10.7735593946043,2.8937188173443125,True,2020,3,ANDROID,High
88,M,579.2255074208285,7,5.0,Super,Otro,Virtual,72000,49,Aceptada,False,0.0,9.567021918590957,False,2020,2,ANDROID,Low
89,F,460.16897317369995,6,10.0,Otro,Otro,Física,53000,35,Aceptada,False,40.67314386572306,5.290240535918357,False,2020,2,ANDROID,High
90,F,685.9743293225861,2,10.5,MPago,Otro,Física,88000,54,Aceptada,False,0.0,6.85974329322586,False,2020,3,%%,High
91,M,373.516603835698,7,8.0,Otro,Otro,Virtual,82000,41,Aceptada,True,13.248830408970003,5.2483074193472286,False,2020,5,WEB,Low
92,M,354.9299627467079,2,9.5,Restaurante,Otro,Física,46000,61,Aceptada,False,0.0,3.549299627467079,False,2020,1,WEB,High
93,F,409.5263987004565,13,8.0,Otro,Otro,Virtual,87000,49,Aceptada,False,5.131904133341512,6.579316459819892,False,2020,2,.,Low
94,F,384.0006513012105,7,11.0,Farmacia,Toluca,Física,74000,42,Aceptada,True,7.371869711527158,3.766287815896834,False,2020,5,WEB,High
95,M,496.52946459744624,9,8.0,Otro,Otro,Física,25000,52,Aceptada,False,11.503686837167457,7.074996873739625,False,2020,2,WEB,Very High
96,F,441.3648763160255,8,7.0,Otro,Monterrey,Física,64000,41,Aceptada,False,17.782744937809255,4.2358213137821625,False,2020,5,WEB,High
97,F,738.3859124913988,3,17.0,MPago,Otro,Virtual,46000,35,En proceso,False,0.0,13.45732993471406,False,2020,2,%%,Low
98,M,564.0344582820647,1,7.0,Abarrotes,Merida,Virtual,28000,32,Aceptada,False,0.0,11.280689165641297,False,2020,1,%%,Low
99,F,506.9845520498983,7,8.0,Restaurante,Toluca,Física,50000,35,Aceptada,False,0.0,5.30075553544304,False,2020,5,WEB,High
100,--,628.0455050264588,9,13.0,Otro,Otro,Física,98000,43,Aceptada,False,31.257651387040646,7.494968954625492,False,2020,4,WEB,Very High
101,M,358.04663987599247,2,15.0,Otro,Toluca,Virtual,26000,43,Aceptada,False,0.0,5.009439689121552,False,2020,3,WEB,Low
102,F,694.256016460406,6,16.0,Restaurante,Merida,Física,25000,33,Aceptada,True,25.556094802823527,7.800776814303123,False,2020,3,%%,High
103,M,451.46913771472686,7,16.0,Otro,Toluca,Física,73000,50,Aceptada,False,13.797107040664718,5.545571355955437,False,2020,3,ANDROID,High
104,F,710.8072124343164,5,20.0,Otro,Toluca,Virtual,99000,39,Aceptada,False,26.410110514959268,12.450158107516305,False,2020,2,WEB,Low
105,F,569.0146706466475,3,6.0,Otro,Monterrey,Virtual,42000,50,Aceptada,False,0.0,10.101859313275169,False,2020,3,%%,Low
106,F,286.6953982669058,12,8.5,Otro,Otro,Física,29000,63,Aceptada,False,10.52554468552772,3.9339916273868134,True,2020,1,.,Very High
107,F,691.5259103164302,5,14.0,Abarrotes,Merida,Física,32000,44,Aceptada,False,19.34346778999838,6.721824425264319,False,2020,4,WEB,High
108,--,650.4915895528769,6,19.0,Otro,Merida,Física,69000,62,Aceptada,False,9.398408918046558,8.054521213206696,True,2020,1,ANDROID,High
109,M,904.5776826685352,2,13.0,Farmacia,Otro,Virtual,40000,35,Aceptada,False,0.0,13.360415747847602,False,2020,3,%%,Low
110,M,517.0052132750519,19,15.0,Otro,Otro,Física,53000,43,Aceptada,False,15.325224234844391,7.070137255389163,True,2020,3,%%,Very High
111,F,39.33696355364813,1,15.0,Otro,Otro,Física,52000,47,Aceptada,False,0.0,0.3933696355364813,False,2020,1,WEB,Low
112,M,520.3995164400601,11,14.0,Farmacia,Guadalajara,Física,42000,64,Aceptada,False,8.037863643384258,7.680216812577772,False,2020,4,ANDROID,Very High
113,M,373.56109350013026,5,7.0,Otro,Toluca,Física,62000,43,Aceptada,False,16.630666278309086,5.06606423726603,False,2020,5,WEB,High
114,F,715.2086867878209,10,11.5,Otro,Merida,Física,83000,40,Aceptada,True,46.26200716384993,9.402276036566116,True,2020,1,ANDROID,Very High
115,F,101.47584154756113,3,12.0,Otro,Otro,Física,40000,51,Aceptada,False,3.2488017125305504,0.9822703983503058,False,2020,2,.,High
116,M,637.4860472076606,8,12.0,Otro,Otro,Física,81000,52,Aceptada,False,21.34706414489397,7.269675565234394,True,2020,5,WEB,High
117,M,424.55063264378146,2,15.5,Restaurante,Toluca,Virtual,82000,57,Rechazada,False,17.925674102907497,8.132499170817479,False,2020,1,.,Low
118,F,524.439383363713,2,11.0,Abarrotes,Otro,Física,76000,52,Aceptada,False,48.22402524480948,4.762153581189036,False,2020,4,WEB,High
119,F,499.78655502005347,13,17.0,Super,Otro,Física,34000,42,Aceptada,False,18.981265278574668,6.625208690825948,False,2020,1,ANDROID,Very High
120,M,546.709035948839,8,8.0,Abarrotes,Toluca,Física,70000,35,Aceptada,True,22.839799673058497,6.078670627248664,True,2020,5,WEB,High
121,M,76.5288311998274,2,9.5,Otro,Monterrey,Física,26000,47,Aceptada,False,0.0,0.765288311998274,False,2020,5,ANDROID,High
122,F,344.5521734166461,6,15.0,Otro,Guadalajara,Física,32000,56,Aceptada,False,7.3378375443179396,3.8813259415633232,False,2020,5,.,High
123,M,526.6407468720653,4,7.0,Restaurante,Monterrey,Física,80000,51,Aceptada,False,2.674795881306258,7.917418080317159,True,2020,4,WEB,High
124,M,846.069471115578,1,18.0,Otro,Otro,Virtual,31000,45,Aceptada,True,0.0,16.92138942231156,False,2020,2,.,Low
125,F,539.634988085135,4,6.0,Abarrotes,Otro,Física,43000,60,Aceptada,True,4.942004227134806,7.264577970462725,False,2020,2,.,High
126,M,300.3959291906787,5,9.0,Otro,Toluca,Física,76000,60,Aceptada,True,0.23729800427508607,3.4224718589159364,False,2020,4,.,High
127,F,552.1534180199574,11,14.0,Otro,Otro,Física,56000,61,Aceptada,False,25.36567663781409,7.020122028191955,False,2020,2,%%,Very High
128,F,306.58418375324766,11,13.0,Otro,Merida,Física,99000,56,Aceptada,False,17.676488202450628,3.7898070579140413,False,2020,3,.,Very High
129,M,638.9539554577633,5,21.0,Otro,Otro,Física,98000,54,Aceptada,False,3.690965435987863,6.352629900217754,False,2020,3,WEB,High
130,F,701.0849990432222,3,8.0,Otro,Otro,Física,60000,57,Aceptada,True,0.0,8.883230935660874,False,2020,1,.,High
131,M,234.8495994871312,4,9.5,MPago,Otro,Física,41000,47,Aceptada,False,3.819443086583027,2.6540514417979546,False,2020,2,.,High
132,F,556.8886755756286,7,19.0,Otro,Otro,Física,56000,52,Aceptada,False,25.68248129804738,7.676609277734443,False,2020,2,.,High
133,M,487.9381189345869,2,17.0,Abarrotes,Otro,Física,46000,64,Aceptada,True,0.0,4.879381189345868,False,2020,4,ANDROID,High
134,M,465.4463510810435,4,11.5,Otro,Monterrey,Física,96000,42,Aceptada,False,18.845058833220833,6.369337979796896,False,2020,4,.,High
135,M,660.4993344122643,14,16.0,Otro,Toluca,Física,29000,49,Aceptada,False,23.879443464942486,8.237787933836424,False,2020,1,%%,Very High
136,M,411.4757328629392,3,14.0,Otro,Monterrey,Física,37000,41,Rechazada,False,21.466961233086703,3.9000877162985255,False,2020,4,%%,High
137,F,470.34868437505065,8,13.5,Super,Otro,Física,45000,41,Aceptada,True,30.12614791393846,6.3525036968524065,False,2020,5,%%,High
138,M,282.7478049867042,6,10.0,Super,Otro,Física,92000,47,Aceptada,False,10.729741848898087,2.77077880133074,False,2020,1,WEB,High
139,F,473.5730898490177,8,13.5,Otro,Otro,Física,96000,39,Aceptada,False,12.77175105083128,5.530368547614108,True,2020,1,%%,High
140,F,318.34882861179324,1,14.0,Restaurante,Otro,Física,40000,48,Aceptada,False,31.834882861179324,2.8651394575061397,True,2020,5,WEB,Low
141,--,742.2721588086214,6,17.0,Otro,Toluca,Física,46000,44,Aceptada,False,25.38943672112704,9.604093708679741,False,2020,4,WEB,High
142,M,627.3473187456389,5,16.0,Otro,Guadalajara,Física,34000,64,Aceptada,False,4.444303426272706,6.229030153193662,False,2020,5,%%,High
143,--,289.6577267764187,8,14.5,Otro,Otro,Física,76000,33,Aceptada,False,3.1653188785379887,3.907506116478823,False,2020,2,.,High
144,F,325.62516391720044,2,8.5,Otro,Otro,Física,76000,62,Aceptada,False,0.0,3.256251639172005,False,2020,2,%%,High
145,F,385.0429099849671,7,14.0,Farmacia,Otro,Física,91000,41,Aceptada,False,6.149193360305455,5.447634176012511,False,2020,5,.,High
146,F,920.979248981518,1,15.0,Abarrotes,Otro,Virtual,54000,52,Rechazada,False,92.0979248981518,16.577626481667327,False,2020,5,WEB,Low
147,M,551.8096693892375,2,6.5,Farmacia,Toluca,Virtual,72000,37,Rechazada,False,42.85608955046016,10.179071596775549,False,2020,3,.,Low
148,M,423.2865423855925,21,13.0,Otro,Otro,Virtual,27000,44,Aceptada,False,24.823743717396074,6.413763016636269,False,2020,5,%%,Low
149,F,445.2903067282214,2,19.5,Farmacia,Toluca,Física,99000,53,Aceptada,False,44.529030672822145,4.007612760553993,False,2020,3,ANDROID,High
150,M,336.9403932839889,8,16.5,Otro,Otro,Física,36000,57,Aceptada,False,8.097553179348797,4.625096839104147,False,2020,1,WEB,High
151,F,369.69266084266184,6,12.5,Abarrotes,Merida,Física,81000,53,Aceptada,False,7.914986563852665,4.425656435498994,False,2020,2,%%,High
152,M,577.7845297083737,8,4.0,Otro,Guadalajara,Física,58000,43,Aceptada,False,19.97143046181408,6.0102847358495834,False,2020,1,%%,High
153,F,537.1959256276491,9,8.0,Otro,Toluca,Física,94000,48,Aceptada,False,24.743486914256657,5.567314542843125,False,2020,3,WEB,Very High
154,F,987.229519173468,1,11.0,Abarrotes,Otro,Física,96000,44,Aceptada,False,0.0,9.87229519173468,False,2020,5,%%,Low
155,F,797.879640032492,1,21.0,Otro,Otro,Física,92000,57,Rechazada,False,159.57592800649843,6.383037120259937,False,2020,3,.,Low
156,M,525.7609385759703,9,14.0,Otro,Otro,Física,57000,59,Aceptada,False,6.169491206532186,6.4101994709508725,True,2020,3,.,Very High
157,--,571.4357545173891,9,15.0,Otro,Otro,Física,28000,33,Aceptada,False,12.712366787319496,7.411913419797991,False,2020,2,WEB,Very High
158,M,405.89379928451274,4,10.5,Otro,Merida,Física,77000,60,Aceptada,False,11.029971078362415,6.301461027520849,False,2020,3,.,High
159,F,393.09535709480554,5,17.0,Farmacia,Monterrey,Física,64000,43,Aceptada,False,0.0,5.380456018928673,False,2020,4,ANDROID,High
160,F,465.091792149478,16,13.5,Otro,Guadalajara,Virtual,53000,62,Aceptada,False,15.516568551903692,6.228455042232336,True,2020,4,.,Low
161,F,118.19432893137716,1,10.0,MPago,Monterrey,Física,26000,62,Aceptada,False,11.819432893137716,1.0637489603823944,False,2020,1,WEB,Low
162,M,745.5541928890756,1,10.0,MPago,Monterrey,Física,59000,64,En proceso,False,74.55541928890756,6.70998773600168,False,2020,4,WEB,Low
163,F,49.25346949818692,3,13.0,Otro,Otro,Física,96000,61,Aceptada,False,0.0,0.49253469498186914,False,2020,1,WEB,High
164,M,465.4555317512195,3,17.0,Otro,Otro,Física,83000,41,Rechazada,False,10.43916415304916,5.00414317518812,False,2020,2,%%,High
165,F,304.3401347003685,3,4.0,Otro,Toluca,Física,76000,39,Aceptada,False,0.0,4.035367298151461,False,2020,4,WEB,High
166,F,92.0941410122218,1,16.0,Otro,Merida,Física,47000,57,Aceptada,False,0.0,0.920941410122218,False,2020,3,%%,Low
167,F,626.5214286205714,1,19.0,Abarrotes,Monterrey,Virtual,67000,58,En proceso,False,0.0,12.530428572411427,False,2020,5,%%,Low
168,M,558.3586927261373,24,12.5,Otro,Merida,Física,92000,57,Aceptada,False,19.950462768557454,6.652148169040944,True,2020,3,ANDROID,Very High
169,--,421.1006895874156,19,9.0,Otro,Monterrey,Física,28000,63,Aceptada,False,26.928241736625317,6.01093930756754,False,2020,4,WEB,Very High
170,F,576.6738497280935,6,8.0,Otro,Toluca,Física,96000,44,Aceptada,True,18.56739367061289,5.581064560574807,False,2020,3,ANDROID,High
171,M,62.35097804220102,1,23.0,Super,Merida,Física,87000,41,Aceptada,False,0.0,0.6235097804220102,True,2020,4,.,Low
172,F,434.7189035818424,9,13.0,MPago,Toluca,Virtual,55000,63,Aceptada,True,8.760842947453705,6.420392112336869,False,2020,3,WEB,Low
173,M,677.1971163045565,6,13.5,Restaurante,Otro,Física,90000,33,En proceso,False,28.031314567279868,8.585179663061295,True,2020,5,ANDROID,High
174,M,809.5754179199779,2,9.5,MPago,Otro,Física,39000,58,Aceptada,False,31.155630461272253,7.784197874587057,False,2020,4,WEB,High
175,F,137.9588977274091,1,14.0,Otro,Guadalajara,Virtual,82000,62,Aceptada,False,0.0,2.759177954548182,False,2020,1,.,Low
176,M,506.70820324503364,8,7.5,Abarrotes,Guadalajara,Física,89000,45,Aceptada,False,10.56954129610242,5.898960082211646,False,2020,2,WEB,High
177,F,481.00109364149483,8,14.0,Otro,Monterrey,Física,75000,54,Aceptada,False,6.756417548193988,7.727686945730419,False,2020,2,ANDROID,High
178,F,148.38247277238267,2,14.0,Super,Guadalajara,Física,89000,46,Aceptada,False,0.0,1.483824727723827,False,2020,1,ANDROID,High
179,--,563.6949263980351,19,10.0,Otro,Otro,Física,93000,49,Aceptada,False,22.12132867353459,7.045574730306743,True,2020,3,.,Very High
180,F,736.995417585093,6,19.0,Otro,Merida,Física,36000,60,Aceptada,False,31.241036406322465,9.17036120288097,False,2020,5,WEB,High
181,M,397.0571511654071,11,17.0,Otro,Otro,Física,66000,51,Aceptada,False,13.483170492748648,5.289291167503446,False,2020,5,WEB,Very High
182,F,459.62573349396473,18,14.5,Otro,Monterrey,Física,64000,58,Aceptada,False,15.586426455096479,6.554131892416433,False,2020,5,WEB,Very High
183,M,468.3502585617701,10,6.5,MPago,Otro,Virtual,88000,33,Aceptada,False,26.079967412452483,6.556374301550316,True,2020,5,.,Low
184,F,480.6283977758363,28,8.5,Otro,Otro,Física,89000,32,Aceptada,False,13.876536828131833,6.5347879486885585,True,2020,2,WEB,Very High
185,--,463.75122334726495,11,9.0,Restaurante,Otro,Física,49000,49,Aceptada,False,2.2389051437380076,5.177662543405835,False,2020,3,.,Very High
186,M,569.0369072754921,16,7.0,Otro,Toluca,Física,54000,48,Aceptada,False,16.372841930423302,6.797189637700036,False,2020,1,WEB,Very High
187,F,501.97309849570496,12,9.0,Otro,Otro,Física,32000,47,Aceptada,True,10.737877837121388,6.219490090143431,False,2020,5,WEB,Very High
188,M,325.9463052507215,3,16.0,Otro,Guadalajara,Física,60000,64,Aceptada,False,8.255002132124792,3.7701154875149725,False,2020,1,ANDROID,High
189,F,450.6091081780271,4,17.5,Super,Otro,Física,72000,43,Aceptada,False,32.32275269352377,5.206623623549435,False,2020,2,WEB,High
190,M,569.7186391931848,20,8.5,MPago,Monterrey,Física,40000,61,Aceptada,True,24.97190315554724,6.9327616001079635,False,2020,4,WEB,Very High
